,Invoice_ID,Client_Name,Billing_Clerk,Region,Freight_Amount,Billed_Amount,Status,Region_Manager,Date_Processed,Error_Flag
3851,INV4851,Roadx,Ravi K,Toronto,1238.23,1238.23,Approved,David,2023-12-29,False
3852,INV4852,Fastship,Ravi K,Calgary,2371.13,2371.13,Pending,Steve,2023-06-04,False
3853,INV4853,Fastship,Alex P,Montreal,3244.4,3196.4,Flagged,Nora,2023-01-06,True
3854,INV4854,Quickmove,Naman Goyal,Montreal,2742.89,2742.89,Approved,Nora,2023-12-23,False
3855,INV4855,Fastship,Ravi K,Vancouver,878.6,904.6,Flagged,Maria,2023-02-13,True
3856,INV4856,Fastship,Leah T,Windsor,2987.44,2987.44,Flagged,Kathy,2023-11-25,False
3857,INV4857,Xyz Ltd,Naman Goyal,Calgary,4443.99,4443.99,Pending,Steve,2023-03-07,False
3858,INV4858,Roadx,Ravi K,Windsor,2150.73,2150.73,Flagged,Kathy,2023-06-20,False
3859,INV4859,Roadx,Sonia M,Toronto,3377.77,3377.77,Approved,David,2023-02-22,False
3860,INV4860,Roadx,John D,Montreal,3118.08,3118.08,Flagged,Nora,2023-08-16,False
3861,INV4861,Ab Trucks,Ravi K,Montreal,1947.51,1947.51,Flagged,Nora,2023-03-25,False
3862,INV4862,Greenline,Sonia M,Windsor,2869.83,2869.83,Approved,Kathy,2023-07-11,False
3863,INV4863,Roadx,Alex P,Toronto,1130.04,1130.04,Flagged,David,2023-02-03,False
3864,INV4864,Fastship,Sonia M,Vancouver,2775.93,2775.93,Flagged,Maria,2023-12-13,False
3865,INV4865,Fastship,Alex P,Vancouver,4014.26,4014.26,Flagged,Maria,2023-03-16,False
3866,INV4866,Roadx,Ravi K,Montreal,3818.84,3818.84,Pending,Nora,2023-09-02,False
3867,INV4867,Quickmove,Alex P,Montreal,1853.98,1854.98,Flagged,Nora,2023-06-14,True
3868,INV4868,Roadx,Sonia M,Calgary,649.22,649.22,Pending,Steve,2023-05-04,False
3869,INV4869,Fastship,John D,Windsor,4019.72,4019.72,Pending,Kathy,2023-03-09,False
3870,INV4870,Ab Trucks,Naman Goyal,Montreal,1398.69,1398.69,Approved,Nora,2023-03-15,False
3871,INV4871,Abc Corp,Naman Goyal,Toronto,359.91,359.91,Approved,David,2023-09-07,False
3872,INV4872,Abc Corp,John D,Windsor,2281.45,2281.45,Pending,Kathy,2023-01-06,False
3873,INV4873,Roadx,Leah T,Calgary,3723.41,3723.41,Approved,Steve,2023-03-25,False
3874,INV4874,Xyz Ltd,Naman Goyal,Vancouver,4061.62,4061.62,Approved,Maria,2023-02-21,False
3875,INV4875,Roadx,Ravi K,Calgary,4912.79,4912.79,Flagged,Steve,2023-04-30,False
3876,INV4876,Quickmove,Leah T,Windsor,1028.1,1028.1,Pending,Kathy,2023-08-12,False
3877,INV4877,Roadx,Ravi K,Vancouver,1539.59,1539.59,Pending,Maria,2023-01-24,False
3878,INV4878,Abc Corp,Sonia M,Toronto,3086.5,3086.5,Pending,David,2023-09-24,False
3879,INV4879,Fastship,Sonia M,Vancouver,4075.58,4075.58,Approved,Maria,2023-08-30,False
3880,INV4880,Quickmove,Alex P,Vancouver,1246.97,1225.97,Pending,Maria,2023-04-24,True
3881,INV4881,Fastship,Leah T,Toronto,2108.58,2108.58,Approved,David,2023-09-26,False
3882,INV4882,Fastship,Leah T,Montreal,2101.16,2101.16,Approved,Nora,2023-02-13,False
3883,INV4883,Xyz Ltd,Leah T,Montreal,3887.39,3856.39,Approved,Nora,2023-02-06,True
3884,INV4884,Fastship,Alex P,Vancouver,1280.57,1280.57,Approved,Maria,2023-09-06,False
3885,INV4885,Abc Corp,Leah T,Vancouver,4846.92,4846.92,Flagged,Maria,2023-11-03,False
3886,INV4886,Ab Trucks,Leah T,Calgary,2601.27,2601.27,Pending,Steve,2023-04-11,False
3887,INV4887,Ab Trucks,Sonia M,Montreal,1482.13,1504.13,Pending,Nora,2023-05-18,True
3888,INV4888,Greenline,Ravi K,Toronto,1492.99,1492.99,Approved,David,2023-09-01,False
3889,INV4889,Quickmove,Sonia M,Vancouver,189.67,189.67,Approved,Maria,2023-08-06,False
3890,INV4890,Roadx,Naman Goyal,Vancouver,3492.91,3492.91,Approved,Maria,2023-03-15,False
3891,INV4891,Quickmove,Alex P,Calgary,3902.15,3902.15,Flagged,Steve,2023-04-03,False
3892,INV4892,Abc Corp,Alex P,Calgary,258.9,258.9,Approved,Steve,2023-04-09,False
3893,INV4893,Fastship,Ravi K,Calgary,2971.08,2971.08,Pending,Steve,2023-04-27,False
3894,INV4894,Ab Trucks,Leah T,Windsor,3930.2,3930.2,Pending,Kathy,2023-12-12,False
3895,INV4895,Quickmove,Sonia M,Toronto,1943.58,1943.58,Flagged,David,2023-01-25,False
3896,INV4896,Abc Corp,Naman Goyal,Windsor,2220.43,2220.43,Approved,Kathy,2023-06-10,False
3897,INV4897,Ab Trucks,Sonia M,Vancouver,1871.96,1871.96,Pending,Maria,2023-05-10,False
3898,INV4898,Fastship,Leah T,Calgary,1646.69,1646.69,Flagged,Steve,2023-04-16,False
3899,INV4899,Quickmove,Leah T,Calgary,2506.59,2506.59,Pending,Steve,2023-05-19,False
3900,INV4900,Ab Trucks,John D,Calgary,913.89,913.89,Flagged,Steve,2023-05-29,False
3901,INV4901,Roadx,Sonia M,Montreal,2259.37,2259.37,Approved,Nora,2023-03-13,False
3902,INV4902,Roadx,Ravi K,Toronto,4714.94,4714.94,Pending,David,2023-03-19,False
3903,INV4903,Greenline,Sonia M,Windsor,234.27,206.27,Pending,Kathy,2023-10-09,True
3904,INV4904,Greenline,Alex P,Toronto,907.24,907.24,Approved,David,2023-05-24,False
3905,INV4905,Ab Trucks,Naman Goyal,Calgary,3910.74,3910.74,Approved,Steve,2023-04-03,False
3906,INV4906,Abc Corp,Ravi K,Vancouver,747.08,764.08,Flagged,Maria,2023-10-30,True
3907,INV4907,Ab Trucks,John D,Montreal,1429.28,1429.28,Approved,Nora,2023-09-28,False
3908,INV4908,Abc Corp,Naman Goyal,Toronto,2328.71,2328.71,Pending,David,2023-07-03,False
3909,INV4909,Abc Corp,Naman Goyal,Vancouver,4721.5,4721.5,Pending,Maria,2023-08-01,False
3910,INV4910,Ab Trucks,Alex P,Calgary,999.16,1030.16,Approved,Steve,2023-01-01,True
3911,INV4911,Abc Corp,Alex P,Calgary,4623.11,4623.11,Approved,Steve,2023-10-30,False
3912,INV4912,Roadx,Alex P,Calgary,3620.77,3620.77,Approved,Steve,2023-10-02,False
3913,INV4913,Fastship,Ravi K,Calgary,3388.61,3388.61,Approved,Steve,2023-12-21,False
3914,INV4914,Greenline,Sonia M,Montreal,3645.36,3645.36,Pending,Nora,2023-06-09,False
3915,INV4915,Fastship,Naman Goyal,Montreal,253.11,253.11,Flagged,Nora,2023-08-23,False
3916,INV4916,Abc Corp,Sonia M,Toronto,584.61,584.61,Pending,David,2023-10-21,False
3917,INV4917,Fastship,Sonia M,Calgary,1740.72,1740.72,Pending,Steve,2023-12-11,False
3918,INV4918,Roadx,Alex P,Montreal,462.44,462.44,Pending,Nora,2023-06-14,False
3919,INV4919,Roadx,Sonia M,Vancouver,4939.19,4939.19,Approved,Maria,2023-07-11,False
3920,INV4920,Abc Corp,Naman Goyal,Montreal,2944.02,2944.02,Flagged,Nora,2023-07-03,False
3921,INV4921,Ab Trucks,Naman Goyal,Montreal,2487.98,2487.98,Pending,Nora,2023-10-26,False
3922,INV4922,Fastship,Leah T,Toronto,3949.01,3949.01,Approved,David,2023-11-07,False
3923,INV4923,Ab Trucks,John D,Montreal,4887.1,4887.1,Approved,Nora,2023-09-16,False
3924,INV4924,Ab Trucks,Ravi K,Vancouver,4780.14,4780.14,Approved,Maria,2023-07-11,False
3925,INV4925,Xyz Ltd,Sonia M,Calgary,3986.02,3986.02,Approved,Steve,2023-08-06,False
3926,INV4926,Abc Corp,Ravi K,Windsor,1948.15,1948.15,Approved,Kathy,2023-01-21,False
3927,INV4927,Greenline,Ravi K,Toronto,423.2,423.2,Approved,David,2023-03-03,False
3928,INV4928,Roadx,Ravi K,Vancouver,582.05,582.05,Flagged,Maria,2023-07-29,False
3929,INV4929,Roadx,Leah T,Toronto,105.65,105.65,Approved,David,2023-07-03,False
3930,INV4930,Abc Corp,Ravi K,Calgary,109.32,109.32,Flagged,Steve,2023-10-30,False
3931,INV4931,Quickmove,Leah T,Montreal,4688.47,4688.47,Flagged,Nora,2023-02-23,False
3932,INV4932,Quickmove,Naman Goyal,Montreal,4642.38,4597.38,Flagged,Nora,2023-10-25,True
3933,INV4933,Quickmove,Sonia M,Vancouver,3371.01,3381.01,Approved,Maria,2023-08-17,True
3934,INV4934,Greenline,Leah T,Calgary,3660.72,3660.72,Approved,Steve,2023-04-27,False
3935,INV4935,Roadx,John D,Windsor,2614.72,2640.72,Approved,Kathy,2023-12-04,True
3936,INV4936,Abc Corp,Ravi K,Windsor,1265.43,1265.43,Approved,Kathy,2023-01-28,False
3937,INV4937,Roadx,John D,Montreal,4580.49,4580.49,Pending,Nora,2023-11-25,False
3938,INV4938,Ab Trucks,Naman Goyal,Calgary,1460.69,1460.69,Pending,Steve,2023-01-08,False
3939,INV4939,Fastship,Naman Goyal,Calgary,3724.39,3732.39,Approved,Steve,2023-03-31,True
3940,INV4940,Fastship,Alex P,Vancouver,1302.63,1302.63,Pending,Maria,2023-02-21,False
3941,INV4941,Roadx,Ravi K,Windsor,4363.73,4363.73,Approved,Kathy,2023-03-23,False
3942,INV4942,Xyz Ltd,Alex P,Vancouver,3291.07,3291.07,Approved,Maria,2023-09-22,False
3943,INV4943,Greenline,John D,Toronto,3249.21,3240.21,Approved,David,2023-07-07,True
3944,INV4944,Quickmove,Sonia M,Calgary,577.1,577.1,Approved,Steve,2023-07-25,False
3945,INV4945,Greenline,Alex P,Windsor,2155.4,2155.4,Approved,Kathy,2023-06-30,False
3946,INV4946,Greenline,Naman Goyal,Vancouver,2672.05,2656.05,Approved,Maria,2023-04-28,True
3947,INV4947,Ab Trucks,Ravi K,Montreal,1540.78,1540.78,Approved,Nora,2023-06-14,False
3948,INV4948,Xyz Ltd,John D,Toronto,4416.78,4416.78,Flagged,David,2023-11-17,False
3949,INV4949,Fastship,Leah T,Vancouver,4204.58,4204.58,Flagged,Maria,2023-05-02,False
3950,INV4950,Ab Trucks,Naman Goyal,Montreal,2518.74,2518.74,Pending,Nora,2023-06-11,False
3951,INV4951,Abc Corp,Leah T,Windsor,1766.15,1765.15,Pending,Kathy,2023-06-10,True
3952,INV4952,Greenline,Sonia M,Windsor,4027.56,4027.56,Flagged,Kathy,2023-07-31,False
3953,INV4953,Greenline,Ravi K,Toronto,1064.77,1064.77,Flagged,David,2023-01-10,False
3954,INV4954,Abc Corp,Sonia M,Montreal,450.43,411.43,Flagged,Nora,2023-08-11,True
3955,INV4955,Greenline,Sonia M,Calgary,323.98,323.98,Pending,Steve,2023-03-16,False
3956,INV4956,Abc Corp,Ravi K,Windsor,289.55,289.55,Approved,Kathy,2023-03-10,False
3957,INV4957,Ab Trucks,Ravi K,Calgary,2495.55,2495.55,Pending,Steve,2023-07-25,False
3958,INV4958,Fastship,Leah T,Calgary,1351.04,1351.04,Approved,Steve,2023-12-25,False
3959,INV4959,Abc Corp,Sonia M,Vancouver,3482.84,3482.84,Approved,Maria,2023-11-07,False
3960,INV4960,Xyz Ltd,John D,Vancouver,3304.07,3304.07,Pending,Maria,2023-02-06,False
3961,INV4961,Abc Corp,Leah T,Windsor,2755.9,2755.9,Approved,Kathy,2023-11-11,False
3962,INV4962,Greenline,Ravi K,Calgary,1828.93,1828.93,Pending,Steve,2023-01-29,False
3963,INV4963,Quickmove,Naman Goyal,Vancouver,4267.24,4267.24,Flagged,Maria,2023-09-24,False
3964,INV4964,Quickmove,Leah T,Montreal,3577.54,3577.54,Flagged,Nora,2023-10-11,False
3965,INV4965,Ab Trucks,Alex P,Montreal,1430.48,1430.48,Pending,Nora,2023-10-29,False
3966,INV4966,Roadx,John D,Montreal,2558.27,2596.27,Pending,Nora,2023-10-29,True
3967,INV4967,Ab Trucks,Leah T,Montreal,865.73,865.73,Pending,Nora,2023-04-06,False
3968,INV4968,Roadx,Ravi K,Calgary,1711.0,1711.0,Pending,Steve,2023-10-08,False
3969,INV4969,Quickmove,Ravi K,Montreal,4985.99,4985.99,Approved,Nora,2023-10-10,False
3970,INV4970,Quickmove,John D,Calgary,1196.84,1188.84,Flagged,Steve,2023-05-09,True
3971,INV4971,Abc Corp,Alex P,Windsor,3521.68,3521.68,Pending,Kathy,2023-01-17,False
3972,INV4972,Fastship,Leah T,Windsor,1268.25,1268.25,Pending,Kathy,2023-07-30,False
3973,INV4973,Xyz Ltd,Naman Goyal,Montreal,4696.86,4696.86,Flagged,Nora,2023-09-15,False
3974,INV4974,Ab Trucks,Sonia M,Montreal,1619.65,1619.65,Pending,Nora,2023-05-04,False
3975,INV4975,Greenline,Naman Goyal,Montreal,1798.78,1798.78,Flagged,Nora,2023-01-11,False
3976,INV4976,Roadx,Ravi K,Windsor,3009.91,3009.91,Flagged,Kathy,2023-12-24,False
3977,INV4977,Greenline,Leah T,Vancouver,2981.75,2981.75,Pending,Maria,2023-12-04,False
3978,INV4978,Fastship,Leah T,Windsor,2937.47,2902.47,Pending,Kathy,2023-10-14,True
3979,INV4979,Roadx,Leah T,Montreal,2908.95,2908.95,Pending,Nora,2023-12-25,False
3980,INV4980,Ab Trucks,Alex P,Vancouver,1629.72,1629.72,Approved,Maria,2023-03-01,False
3981,INV4981,Abc Corp,Naman Goyal,Vancouver,2228.61,2228.61,Pending,Maria,2023-10-25,False
3982,INV4982,Greenline,Leah T,Toronto,3007.82,3007.82,Approved,David,2023-03-01,False
3983,INV4983,Fastship,John D,Calgary,3389.22,3400.22,Flagged,Steve,2023-10-15,True
3984,INV4984,Ab Trucks,Ravi K,Montreal,1340.33,1340.33,Flagged,Nora,2023-06-19,False
3985,INV4985,Quickmove,Sonia M,Calgary,3537.23,3537.23,Pending,Steve,2023-04-09,False
3986,INV4986,Quickmove,John D,Toronto,4624.05,4594.05,Pending,David,2023-12-21,True
3987,INV4987,Ab Trucks,Ravi K,Calgary,3813.85,3813.85,Approved,Steve,2023-12-06,False
3988,INV4988,Ab Trucks,Alex P,Montreal,512.74,512.74,Approved,Nora,2023-07-03,False
3989,INV4989,Ab Trucks,Naman Goyal,Toronto,2398.72,2398.72,Approved,David,2023-02-04,False
3990,INV4990,Roadx,Naman Goyal,Calgary,2232.79,2232.79,Approved,Steve,2023-08-22,False
3991,INV4991,Ab Trucks,Ravi K,Windsor,1748.87,1748.87,Approved,Kathy,2023-11-14,False
3992,INV4992,Greenline,John D,Vancouver,2507.47,2507.47,Pending,Maria,2023-05-24,False
3993,INV4993,Fastship,Sonia M,Toronto,2254.21,2254.21,Flagged,David,2023-04-19,False
3994,INV4994,Roadx,Alex P,Windsor,130.24,130.24,Approved,Kathy,2023-01-10,False
3995,INV4995,Ab Trucks,Ravi K,Montreal,1259.12,1243.12,Flagged,Nora,2023-06-15,True
3996,INV4996,Xyz Ltd,Alex P,Vancouver,1147.53,1147.53,Flagged,Maria,2023-08-18,False
3997,INV4997,Xyz Ltd,Naman Goyal,Toronto,1811.37,1811.37,Pending,David,2023-06-30,False
3998,INV4998,Fastship,Alex P,Vancouver,954.84,954.84,Approved,Maria,2023-05-16,False
3999,INV4999,Quickmove,Leah T,Toronto,432.23,432.23,Approved,David,2023-07-26,False
4000,INV5000,Abc Corp,Sonia M,Toronto,1063.4,1063.4,Approved,David,2023-12-05,False
4001,INV5001,Abc Corp,Alex P,Calgary,4285.52,4285.52,Approved,Steve,2023-07-30,False
4002,INV5002,Quickmove,Ravi K,Vancouver,4005.49,4005.49,Pending,Maria,2023-01-04,False
4003,INV5003,Roadx,Sonia M,Vancouver,2266.27,2266.27,Pending,Maria,2023-11-29,False
4004,INV5004,Roadx,John D,Windsor,4401.29,4399.29,Approved,Kathy,2023-11-20,True
4005,INV5005,Roadx,Leah T,Montreal,1240.06,1240.06,Approved,Nora,2023-06-03,False
4006,INV5006,Abc Corp,Ravi K,Windsor,2962.62,2962.62,Flagged,Kathy,2023-07-25,False
4007,INV5007,Xyz Ltd,Alex P,Calgary,800.33,800.33,Flagged,Steve,2023-03-19,False
4008,INV5008,Abc Corp,Sonia M,Toronto,4183.66,4183.66,Approved,David,2023-06-23,False
4009,INV5009,Greenline,Ravi K,Calgary,739.85,739.85,Approved,Steve,2023-03-09,False
4010,INV5010,Ab Trucks,Sonia M,Calgary,256.11,256.11,Flagged,Steve,2023-02-02,False
4011,INV5011,Roadx,Sonia M,Windsor,1439.88,1403.88,Flagged,Kathy,2023-02-23,True
4012,INV5012,Xyz Ltd,Sonia M,Toronto,4514.58,4514.58,Approved,David,2023-04-12,False
4013,INV5013,Fastship,Alex P,Montreal,734.34,734.34,Flagged,Nora,2023-09-29,False
4014,INV5014,Fastship,Ravi K,Calgary,1720.28,1720.28,Pending,Steve,2023-06-17,False
4015,INV5015,Ab Trucks,Naman Goyal,Montreal,1650.43,1650.43,Flagged,Nora,2023-03-12,False
4016,INV5016,Xyz Ltd,Naman Goyal,Toronto,4028.07,4028.07,Approved,David,2023-10-07,False
4017,INV5017,Abc Corp,Alex P,Toronto,2165.47,2165.47,Pending,David,2023-04-18,False
4018,INV5018,Abc Corp,Alex P,Windsor,3096.68,3096.68,Pending,Kathy,2023-12-09,False
4019,INV5019,Greenline,Leah T,Vancouver,2081.48,2081.48,Flagged,Maria,2023-01-06,False
4020,INV5020,Greenline,Sonia M,Windsor,2802.14,2802.14,Approved,Kathy,2023-03-13,False
4021,INV5021,Abc Corp,Ravi K,Montreal,405.96,405.96,Flagged,Nora,2023-03-03,False
4022,INV5022,Fastship,Ravi K,Windsor,1932.74,1936.74,Flagged,Kathy,2023-03-22,True
4023,INV5023,Roadx,John D,Toronto,4290.02,4290.02,Flagged,David,2023-09-01,False
4024,INV5024,Fastship,John D,Calgary,3486.23,3486.23,Pending,Steve,2023-08-30,False
4025,INV5025,Greenline,Naman Goyal,Vancouver,4910.96,4923.96,Flagged,Maria,2023-03-01,True
4026,INV5026,Ab Trucks,John D,Toronto,3960.81,3960.81,Flagged,David,2023-07-03,False
4027,INV5027,Abc Corp,John D,Calgary,2312.4,2312.4,Flagged,Steve,2023-05-28,False
4028,INV5028,Greenline,Naman Goyal,Montreal,3413.77,3413.77,Flagged,Nora,2023-08-05,False
4029,INV5029,Greenline,Leah T,Montreal,3901.98,3901.98,Approved,Nora,2023-07-06,False
4030,INV5030,Roadx,Naman Goyal,Montreal,1421.45,1421.45,Approved,Nora,2023-12-24,False
4031,INV5031,Abc Corp,John D,Windsor,394.09,394.09,Approved,Kathy,2023-08-30,False
4032,INV5032,Roadx,Ravi K,Montreal,2088.65,2133.65,Pending,Nora,2023-03-01,True
4033,INV5033,Abc Corp,John D,Montreal,808.9,808.9,Approved,Nora,2023-04-03,False
4034,INV5034,Roadx,Sonia M,Windsor,1458.48,1458.48,Flagged,Kathy,2023-04-17,False
4035,INV5035,Fastship,Sonia M,Calgary,4739.54,4711.54,Flagged,Steve,2023-09-22,True
4036,INV5036,Ab Trucks,Sonia M,Toronto,4250.7,4279.7,Approved,David,2023-03-11,True
4037,INV5037,Ab Trucks,Leah T,Vancouver,3003.07,3003.07,Pending,Maria,2023-04-11,False
4038,INV5038,Abc Corp,Alex P,Montreal,2066.16,2066.16,Pending,Nora,2023-06-06,False
4039,INV5039,Xyz Ltd,Sonia M,Montreal,1395.22,1441.22,Pending,Nora,2023-10-21,True
4040,INV5040,Quickmove,Ravi K,Montreal,2900.15,2900.15,Flagged,Nora,2023-09-02,False
4041,INV5041,Greenline,Leah T,Windsor,2712.49,2712.49,Approved,Kathy,2023-03-30,False
4042,INV5042,Greenline,Alex P,Windsor,3925.83,3925.83,Pending,Kathy,2023-06-11,False
4043,INV5043,Abc Corp,Alex P,Windsor,4647.3,4647.3,Flagged,Kathy,2023-02-03,False
4044,INV5044,Roadx,Sonia M,Vancouver,1711.79,1711.79,Pending,Maria,2023-07-07,False
4045,INV5045,Xyz Ltd,John D,Toronto,1110.86,1110.86,Pending,David,2023-07-08,False
4046,INV5046,Fastship,Naman Goyal,Montreal,2073.72,2073.72,Approved,Nora,2023-09-03,False
4047,INV5047,Roadx,John D,Calgary,2243.95,2243.95,Flagged,Steve,2023-12-10,False
4048,INV5048,Roadx,John D,Montreal,295.36,295.36,Pending,Nora,2023-08-30,False
4049,INV5049,Abc Corp,Alex P,Montreal,4322.31,4322.31,Flagged,Nora,2023-08-27,False
4050,INV5050,Ab Trucks,Alex P,Montreal,4978.4,4978.4,Pending,Nora,2023-04-26,False
4051,INV5051,Greenline,Leah T,Montreal,4623.72,4623.72,Approved,Nora,2023-05-04,False
4052,INV5052,Abc Corp,Leah T,Toronto,4317.26,4317.26,Pending,David,2023-03-22,False
4053,INV5053,Abc Corp,Alex P,Calgary,4963.74,4963.74,Approved,Steve,2023-10-26,False
4054,INV5054,Abc Corp,Ravi K,Windsor,4548.26,4548.26,Pending,Kathy,2023-07-21,False
4055,INV5055,Greenline,Ravi K,Calgary,3473.0,3473.0,Approved,Steve,2023-09-24,False
4056,INV5056,Fastship,Naman Goyal,Montreal,917.11,917.11,Pending,Nora,2023-03-17,False
4057,INV5057,Fastship,Alex P,Calgary,866.12,855.12,Pending,Steve,2023-09-14,True
4058,INV5058,Quickmove,Sonia M,Montreal,339.02,339.02,Pending,Nora,2023-05-21,False
4059,INV5059,Xyz Ltd,Leah T,Calgary,2117.97,2117.97,Flagged,Steve,2023-07-03,False
4060,INV5060,Abc Corp,Alex P,Vancouver,4063.24,4063.24,Flagged,Maria,2023-11-03,False
4061,INV5061,Quickmove,Ravi K,Calgary,2502.45,2502.45,Pending,Steve,2023-12-25,False
4062,INV5062,Greenline,Alex P,Windsor,1894.98,1920.98,Flagged,Kathy,2023-02-04,True
4063,INV5063,Fastship,Ravi K,Windsor,635.26,635.26,Flagged,Kathy,2023-06-26,False
4064,INV5064,Roadx,Alex P,Calgary,353.59,353.59,Pending,Steve,2023-06-13,False
4065,INV5065,Fastship,Sonia M,Calgary,2055.98,2055.98,Pending,Steve,2023-11-13,False
4066,INV5066,Fastship,Naman Goyal,Toronto,589.63,589.63,Pending,David,2023-11-10,False
4067,INV5067,Greenline,Sonia M,Calgary,607.39,607.39,Flagged,Steve,2023-07-03,False
4068,INV5068,Quickmove,Ravi K,Windsor,2037.21,2037.21,Flagged,Kathy,2023-07-13,False
4069,INV5069,Roadx,Leah T,Vancouver,2563.93,2584.93,Flagged,Maria,2023-05-29,True
4070,INV5070,Greenline,Leah T,Windsor,1014.75,1014.75,Pending,Kathy,2023-03-23,False
4071,INV5071,Abc Corp,John D,Toronto,3454.71,3454.71,Flagged,David,2023-11-06,False
4072,INV5072,Ab Trucks,Sonia M,Calgary,2151.59,2151.59,Flagged,Steve,2023-03-12,False
4073,INV5073,Fastship,Alex P,Vancouver,550.42,550.42,Approved,Maria,2023-03-29,False
4074,INV5074,Ab Trucks,Naman Goyal,Windsor,3221.47,3221.47,Approved,Kathy,2023-04-11,False
4075,INV5075,Greenline,Alex P,Vancouver,1849.03,1849.03,Pending,Maria,2023-09-21,False
4076,INV5076,Ab Trucks,Alex P,Montreal,356.38,356.38,Pending,Nora,2023-09-01,False
4077,INV5077,Greenline,Sonia M,Windsor,4745.11,4760.11,Flagged,Kathy,2023-12-16,True
4078,INV5078,Ab Trucks,Naman Goyal,Montreal,2898.87,2898.87,Approved,Nora,2023-09-08,False
4079,INV5079,Greenline,John D,Vancouver,2440.83,2440.83,Approved,Maria,2023-04-15,False
4080,INV5080,Abc Corp,Alex P,Calgary,4309.77,4309.77,Pending,Steve,2023-05-19,False
4081,INV5081,Greenline,Naman Goyal,Calgary,4690.03,4680.03,Flagged,Steve,2023-07-09,True
4082,INV5082,Xyz Ltd,John D,Calgary,1179.58,1179.58,Pending,Steve,2023-10-19,False
4083,INV5083,Quickmove,Alex P,Montreal,4069.71,4069.71,Flagged,Nora,2023-03-20,False
4084,INV5084,Ab Trucks,Naman Goyal,Calgary,4172.29,4172.29,Approved,Steve,2023-04-16,False
4085,INV5085,Xyz Ltd,Sonia M,Toronto,366.57,366.57,Flagged,David,2023-08-24,False
4086,INV5086,Greenline,Leah T,Windsor,3588.53,3588.53,Approved,Kathy,2023-07-05,False
4087,INV5087,Abc Corp,Leah T,Windsor,408.54,408.54,Approved,Kathy,2023-09-02,False
4088,INV5088,Fastship,Alex P,Vancouver,3013.9,3013.9,Approved,Maria,2023-03-17,False
4089,INV5089,Roadx,Alex P,Montreal,3379.26,3357.26,Pending,Nora,2023-02-07,True
4090,INV5090,Quickmove,Naman Goyal,Windsor,1898.59,1872.59,Pending,Kathy,2023-12-22,True
4091,INV5091,Ab Trucks,Leah T,Montreal,4415.86,4415.86,Pending,Nora,2023-12-09,False
4092,INV5092,Greenline,Alex P,Vancouver,4022.51,4022.51,Flagged,Maria,2023-03-28,False
4093,INV5093,Quickmove,Ravi K,Calgary,4637.2,4637.2,Pending,Steve,2023-05-14,False
4094,INV5094,Quickmove,Alex P,Vancouver,1642.96,1642.96,Approved,Maria,2023-04-26,False
4095,INV5095,Abc Corp,Leah T,Toronto,205.49,205.49,Pending,David,2023-11-28,False
4096,INV5096,Quickmove,Ravi K,Calgary,4076.16,4076.16,Pending,Steve,2023-04-17,False
4097,INV5097,Ab Trucks,Leah T,Calgary,1192.59,1192.59,Pending,Steve,2023-06-16,False
4098,INV5098,Xyz Ltd,John D,Calgary,2389.06,2389.06,Flagged,Steve,2023-12-21,False
4099,INV5099,Xyz Ltd,Naman Goyal,Vancouver,4104.87,4104.87,Flagged,Maria,2023-09-20,False
4100,INV5100,Xyz Ltd,John D,Toronto,1159.06,1159.06,Approved,David,2023-05-10,False
4101,INV5101,Ab Trucks,Ravi K,Montreal,1628.35,1628.35,Pending,Nora,2023-05-03,False
4102,INV5102,Roadx,Ravi K,Vancouver,2251.49,2251.49,Pending,Maria,2023-10-09,False
4103,INV5103,Abc Corp,Alex P,Windsor,1431.94,1431.94,Approved,Kathy,2023-01-16,False
4104,INV5104,Quickmove,Alex P,Windsor,2360.47,2360.47,Flagged,Kathy,2023-02-09,False
4105,INV5105,Quickmove,Leah T,Vancouver,147.02,147.02,Pending,Maria,2023-11-06,False
4106,INV5106,Xyz Ltd,Sonia M,Montreal,1139.72,1139.72,Pending,Nora,2023-08-29,False
4107,INV5107,Greenline,John D,Windsor,4179.51,4179.51,Pending,Kathy,2023-01-20,False
4108,INV5108,Fastship,Leah T,Montreal,2126.06,2126.06,Flagged,Nora,2023-02-12,False
4109,INV5109,Quickmove,Sonia M,Calgary,3218.39,3218.39,Pending,Steve,2023-10-09,False
4110,INV5110,Ab Trucks,Leah T,Vancouver,1238.21,1238.21,Flagged,Maria,2023-05-05,False
4111,INV5111,Ab Trucks,Ravi K,Calgary,3284.41,3284.41,Pending,Steve,2023-05-11,False
4112,INV5112,Abc Corp,Alex P,Windsor,4999.87,4999.87,Flagged,Kathy,2023-02-28,False
4113,INV5113,Abc Corp,Alex P,Montreal,3016.91,3016.91,Approved,Nora,2023-04-12,False
4114,INV5114,Ab Trucks,Leah T,Calgary,3178.96,3178.96,Flagged,Steve,2023-10-24,False
4115,INV5115,Xyz Ltd,Alex P,Windsor,646.45,646.45,Approved,Kathy,2023-03-18,False
4116,INV5116,Fastship,Naman Goyal,Toronto,2076.57,2076.57,Pending,David,2023-03-07,False
4117,INV5117,Quickmove,Leah T,Calgary,4317.55,4317.55,Pending,Steve,2023-10-19,False
4118,INV5118,Abc Corp,Ravi K,Toronto,4187.93,4187.93,Pending,David,2023-12-17,False
