Invoice_ID,Client_Name,Billing_Clerk,Region,Freight_Amount,Billed_Amount,Status,Region_Manager,Date_Processed,Error_Flag
INV4238,RoadX,Naman Goyal,Calgary,4996.41,4996.41,Approved,Steve,2023-07-16,No
INV4239,AB Trucks,Naman Goyal,Toronto,3393.56,3389.56,Approved,David,2023-04-21,Yes
INV4240,XYZ Ltd,Naman Goyal,Windsor,2602.28,2602.28,Approved,Kathy,2023-02-09,No
INV4241,ABC Corp,Sonia M,Vancouver,4778.72,4795.72,Pending,Maria,,Yes
INV4242,XYZ Ltd,Naman Goyal,Toronto,4105.16,4105.16,Pending,David,2023-05-20,No
INV4243,RoadX,John D,Vancouver,3489.54,3489.54,Approved,Maria,2023-06-21,Yes
INV4244,AB Trucks,Ravi K,Montreal,4208.15,4208.15,Approved,Nora,2023-07-01,No
INV4245,RoadX,Naman Goyal,Toronto,1988.79,1988.79,Pending,David,2023-04-26,No
INV4246,AB Trucks,Leah T,Windsor,3453.75,3453.75,Pending,Kathy,2023-11-11,No
INV4247,GreenLine,Leah T,Calgary,1033.84,1033.84,,Steve,2023-07-24,No
INV4248,AB Trucks,,Windsor,4941.2,4941.2,Pending,Kathy,2023-07-04,No
INV4249,FastShip,Naman Goyal,Vancouver,2986.01,2986.01,Approved,Maria,2023-01-27,No
INV4250,RoadX,John D,Calgary,4089.76,4055.76,Pending,Steve,2023-01-01,Yes
INV4251,ABC Corp,Naman Goyal,Windsor,2095.97,2095.97,Flagged,Kathy,2023-11-13,No
INV4252,GreenLine,Naman Goyal,Windsor,3817.09,3820.09,,Kathy,2023-08-29,Yes
INV4253,FastShip,Ravi K,Windsor,1998.19,1998.19,Approved,Kathy,2023-02-18,No
INV4254,XYZ Ltd,Leah T,Calgary,2991.02,2991.02,Pending,Steve,2023-12-17,No
INV4255,RoadX,John D,Windsor,3912.86,3912.86,Flagged,Kathy,2023-07-06,No
INV4256,QuickMove,Leah T,Windsor,670.72,711.72,Flagged,Kathy,2023-01-14,Yes
INV4257,QuickMove,John D,Vancouver,1848.25,1848.25,Flagged,Maria,2023-11-17,No
INV4258,ABC Corp,Leah T,Windsor,2770.19,2770.19,Approved,Kathy,2023-09-02,No
INV4259,AB Trucks,Naman Goyal,Windsor,1736.59,1736.59,Flagged,Kathy,2023-06-28,No
INV4260,ABC Corp,Leah T,Montreal,1614.92,1593.92,Pending,Nora,2023-02-01,Yes
INV4261,QuickMove,Leah T,Calgary,1480.15,1444.15,Approved,Steve,2023-06-28,Yes
INV4262,XYZ Ltd,John D,Montreal,1216.18,1216.18,Pending,Nora,2023-06-29,No
INV4263,GreenLine,Alex P,Vancouver,4259.63,4259.63,Pending,Maria,2023-11-18,No
INV4264,GreenLine,John D,Montreal,4626.08,4626.08,Flagged,Nora,2023-01-29,Yes
INV4265,RoadX,,Toronto,3530.83,3530.83,Approved,David,2023-08-16,No
INV4266,GreenLine,John D,Calgary,247.0,247.0,Approved,Steve,2023-05-16,No
INV4267,RoadX,Sonia M,Windsor,3952.54,3952.54,Pending,Kathy,2023-08-02,No
INV4268,,Sonia M,Montreal,2706.51,2702.51,Approved,Nora,2023-04-29,Yes
INV4269,RoadX,Sonia M,Montreal,3814.74,3814.74,Approved,Nora,2023-11-16,No
INV4270,QuickMove,John D,Windsor,2242.96,2242.96,Approved,Kathy,2023-05-12,No
INV4271,QuickMove,Alex P,Windsor,302.28,302.28,Approved,Kathy,2023-07-20,No
INV4272,AB Trucks,John D,Vancouver,3440.55,3440.55,Flagged,Maria,2023-07-23,No
INV4273,FastShip,Naman Goyal,Montreal,2276.23,2276.23,Pending,Nora,2023-02-11,No
INV4274,RoadX,Alex P,Montreal,4382.81,4382.81,Pending,Nora,2023-11-13,No
INV4275,RoadX,Sonia M,Toronto,3716.88,3716.88,Approved,David,2023-11-23,No
INV4276,FastShip,Leah T,Toronto,1861.85,1861.85,Approved,David,2023-02-05,No
INV4277,ABC Corp,Leah T,Montreal,3648.0,3648.0,Pending,Nora,2023-10-09,No
INV4278,RoadX,Ravi K,Toronto,2526.52,2526.52,Pending,David,2023-09-17,No
INV4279,AB Trucks,Alex P,Montreal,1077.28,1077.28,Flagged,Nora,,No
INV4280,GreenLine,Sonia M,Calgary,2157.44,2157.44,Approved,Steve,2023-11-17,No
INV4281,GreenLine,Alex P,Vancouver,1190.56,1201.56,Pending,Maria,2023-09-13,Yes
INV4282,XYZ Ltd,Alex P,Toronto,124.38,124.38,Flagged,David,2023-07-09,No
INV4283,XYZ Ltd,Leah T,Montreal,1309.3,1346.3,Flagged,Nora,2023-07-22,Yes
INV4284,GreenLine,John D,Toronto,1126.65,1126.65,Approved,David,2023-07-11,No
INV4285,GreenLine,Naman Goyal,Vancouver,121.25,121.25,Flagged,Maria,2023-11-15,No
INV4286,QuickMove,Ravi K,Calgary,3941.23,3941.23,Flagged,Steve,2023-05-23,No
INV4287,AB Trucks,Sonia M,Windsor,477.23,477.23,Flagged,Kathy,2023-12-04,No
INV4288,FastShip,Alex P,Windsor,2300.39,2300.39,Flagged,Kathy,2023-12-16,No
INV4289,XYZ Ltd,Ravi K,Toronto,2147.63,2107.63,Flagged,David,2023-06-22,Yes
INV4290,QuickMove,Alex P,Montreal,988.9,988.9,Approved,Nora,2023-03-20,No
INV4291,QuickMove,Leah T,Vancouver,4837.66,4837.66,Approved,Maria,2023-04-25,No
INV4292,FastShip,Naman Goyal,Calgary,3058.29,3058.29,Approved,Steve,2023-07-09,No
INV4293,QuickMove,Leah T,Calgary,4086.21,4086.21,Approved,Steve,2023-05-08,No
INV4294,AB Trucks,Ravi K,Calgary,2531.09,2509.09,Pending,Steve,2023-09-16,Yes
INV4295,GreenLine,Sonia M,Windsor,3641.78,3641.78,Approved,Kathy,2023-11-17,No
INV4296,RoadX,Alex P,Vancouver,4851.92,4850.92,Approved,Maria,2023-12-13,Yes
INV4297,FastShip,Naman Goyal,Windsor,1807.19,1775.19,Approved,Kathy,2023-12-09,Yes
INV4298,,Leah T,Toronto,2570.89,2570.89,Flagged,David,2023-07-16,Yes
INV4299,GreenLine,Ravi K,Calgary,2621.23,2621.23,Flagged,Steve,2023-07-07,No
INV4300,ABC Corp,Leah T,Vancouver,4960.77,4960.77,Flagged,Maria,2023-07-16,No
INV4301,FastShip,Alex P,Calgary,1242.19,1242.19,Approved,Steve,2023-08-07,No
INV4302,QuickMove,Alex P,Windsor,3409.01,3452.01,Pending,Kathy,2023-02-11,Yes
INV4303,RoadX,Sonia M,Windsor,777.33,777.33,Pending,Kathy,2023-01-17,No
INV4304,FastShip,Naman Goyal,Windsor,4642.66,4642.66,Approved,Kathy,2023-03-16,No
INV4305,QuickMove,John D,Calgary,2992.87,2992.87,Pending,Steve,2023-07-27,No
INV4306,GreenLine,Leah T,Vancouver,4311.12,4311.12,Pending,Maria,2023-10-04,No
INV4307,RoadX,Alex P,Vancouver,4486.68,4486.68,Approved,Maria,2023-06-18,No
INV4308,QuickMove,Ravi K,Toronto,2829.84,2829.84,Flagged,David,2023-10-04,No
INV4309,AB Trucks,Leah T,Calgary,3441.84,3441.84,Pending,Steve,2023-05-08,Yes
INV4310,QuickMove,Sonia M,Toronto,3523.73,3547.73,Flagged,David,2023-12-11,Yes
INV4311,ABC Corp,Sonia M,Toronto,2356.36,2356.36,Approved,David,2023-10-29,No
INV4312,GreenLine,Alex P,Toronto,2230.71,2230.71,Flagged,David,2023-01-03,No
INV4313,QuickMove,Alex P,Toronto,1012.32,1018.32,,David,2023-01-20,Yes
INV4314,XYZ Ltd,Alex P,Windsor,1981.18,1981.18,Flagged,Kathy,2023-05-20,No
INV4315,XYZ Ltd,John D,Toronto,4954.71,4954.71,Flagged,David,2023-07-21,No
INV4316,ABC Corp,Alex P,Vancouver,1422.32,1422.32,Flagged,Maria,2023-10-05,No
INV4317,AB Trucks,Leah T,Toronto,3835.96,3829.96,Approved,David,2023-06-13,Yes
INV4318,GreenLine,Leah T,Windsor,390.8,367.8,Approved,Kathy,2023-09-16,Yes
INV4319,FastShip,Naman Goyal,Montreal,2390.6,2390.6,Approved,Nora,2023-11-17,No
INV4320,ABC Corp,Ravi K,Montreal,386.21,344.21,Approved,Nora,2023-11-23,Yes
INV4321,AB Trucks,Alex P,Montreal,2431.42,2431.42,Flagged,Nora,2023-11-13,No
INV4322,FastShip,Leah T,Calgary,235.01,205.01,Pending,Steve,2023-02-15,Yes
INV4323,XYZ Ltd,Leah T,Vancouver,3105.14,3105.14,Flagged,Maria,2023-03-31,No
INV4324,XYZ Ltd,Leah T,Windsor,2973.89,2973.89,Flagged,Kathy,2023-06-05,Yes
INV4325,FastShip,John D,Montreal,4009.43,4009.43,Flagged,Nora,2023-12-08,No
INV4326,ABC Corp,Ravi K,Windsor,2958.1,2958.1,Pending,Kathy,2023-10-08,No
INV4327,XYZ Ltd,Sonia M,Windsor,4637.4,4637.4,Pending,Kathy,2023-12-11,No
INV4328,GreenLine,Leah T,Calgary,3937.21,3902.21,Pending,Steve,2023-08-27,Yes
INV4329,RoadX,Alex P,Montreal,750.02,750.02,Flagged,Nora,2023-10-23,No
INV4330,QuickMove,Leah T,Toronto,1400.82,1400.82,,David,2023-02-08,No
INV4331,FastShip,Ravi K,Windsor,228.53,228.53,Approved,Kathy,2023-09-12,No
INV4332,FastShip,Sonia M,Montreal,1992.06,1992.06,Flagged,Nora,2023-03-13,No
INV4333,XYZ Ltd,John D,Windsor,2596.73,2584.73,Approved,Kathy,2023-12-30,Yes
INV4334,ABC Corp,Naman Goyal,Calgary,4735.14,4735.14,Approved,Steve,2023-08-21,No
INV4335,GreenLine,Alex P,Calgary,2659.11,2659.11,Flagged,Steve,2023-03-10,No
INV4336,ABC Corp,Naman Goyal,Toronto,3927.04,3927.04,Flagged,David,2023-12-26,No
INV4337,AB Trucks,John D,Calgary,1413.32,1413.32,Approved,Steve,2023-02-23,No
INV4338,AB Trucks,Ravi K,Montreal,850.48,850.48,Flagged,Nora,2023-03-06,No
INV4339,RoadX,Ravi K,Calgary,4073.1,4096.1,Approved,Steve,2023-03-23,Yes
INV4340,XYZ Ltd,John D,Toronto,1312.38,1312.38,Pending,David,2023-05-23,Yes
INV4341,XYZ Ltd,Leah T,Vancouver,4369.54,4369.54,Pending,Maria,2023-11-01,No
INV4342,XYZ Ltd,John D,Windsor,932.26,932.26,Flagged,Kathy,2023-04-16,No
INV4343,RoadX,Alex P,Windsor,4272.77,4272.77,Approved,Kathy,2023-02-06,No
INV4344,AB Trucks,Sonia M,Montreal,3886.95,3886.95,Pending,Nora,2023-11-01,No
INV4345,ABC Corp,Naman Goyal,Toronto,3094.98,3109.98,Flagged,David,2023-12-21,Yes
INV4346,RoadX,Naman Goyal,Toronto,4266.08,4266.08,Pending,David,2023-02-17,No
INV4347,RoadX,Ravi K,Toronto,1720.48,1720.48,Pending,David,2023-05-28,No
INV4348,ABC Corp,Leah T,Windsor,913.57,914.57,Flagged,Kathy,2023-11-12,Yes
INV4349,XYZ Ltd,Ravi K,Calgary,869.5,869.5,Pending,Steve,2023-11-18,No
INV4350,GreenLine,Alex P,Windsor,1424.76,1424.76,Flagged,Kathy,2023-04-01,No
INV4351,ABC Corp,John D,Windsor,2286.51,2286.51,Flagged,Kathy,,No
INV4352,AB Trucks,Naman Goyal,Windsor,4392.51,4392.51,Pending,Kathy,2023-03-18,No
INV4353,FastShip,Alex P,Calgary,538.72,538.72,Pending,Steve,2023-10-12,No
INV4354,FastShip,,Vancouver,4584.69,4584.69,Approved,Maria,2023-06-29,No
INV4355,QuickMove,Ravi K,Montreal,4634.92,4634.92,Pending,Nora,2023-02-16,No
INV4356,QuickMove,Naman Goyal,Vancouver,3663.46,3663.46,Approved,Maria,2023-07-19,No
INV4357,RoadX,Ravi K,Vancouver,4511.39,4511.39,Flagged,Maria,2023-08-26,No
INV4358,FastShip,Leah T,Windsor,3872.93,3872.93,Pending,Kathy,2023-06-11,No
INV4359,GreenLine,Ravi K,Vancouver,2688.67,2688.67,Pending,Maria,2023-12-11,No
INV4360,XYZ Ltd,Sonia M,Windsor,3043.68,3016.68,Flagged,Kathy,2023-09-27,Yes
INV4361,AB Trucks,John D,Windsor,3178.3,3163.3,Pending,Kathy,2023-05-07,Yes
INV4362,QuickMove,Ravi K,Montreal,721.78,739.78,Approved,Nora,2023-04-12,Yes
INV4363,GreenLine,Sonia M,Toronto,1045.97,1045.97,Pending,David,2023-08-31,No
INV4364,AB Trucks,Alex P,Windsor,2664.51,2657.51,Approved,Kathy,2023-04-10,Yes
INV4365,AB Trucks,Ravi K,Vancouver,664.62,664.62,Pending,Maria,2023-12-08,No
INV4366,XYZ Ltd,Leah T,Montreal,4828.4,4828.4,Pending,Nora,2023-11-10,No
INV4367,RoadX,,Vancouver,2584.92,2584.92,Flagged,Maria,2023-10-17,No
INV4368,FastShip,Ravi K,Toronto,1962.42,1962.42,,David,2023-04-29,No
INV4369,XYZ Ltd,Naman Goyal,Calgary,871.95,871.95,Flagged,Steve,2023-06-03,No
INV4370,GreenLine,Sonia M,Toronto,2141.02,2141.02,Flagged,David,2023-10-18,No
INV4371,RoadX,Sonia M,Montreal,1581.89,1605.89,Flagged,Nora,2023-04-17,Yes
INV4372,GreenLine,Naman Goyal,Toronto,530.84,530.84,Approved,David,2023-04-07,No
INV4373,RoadX,John D,Toronto,4838.33,4838.33,Flagged,David,2023-05-24,No
INV4374,QuickMove,Leah T,Montreal,1398.39,1398.39,Approved,Nora,2023-01-01,No
INV4375,GreenLine,Sonia M,Montreal,3483.3,3483.3,Approved,Nora,2023-01-15,No
INV4376,XYZ Ltd,Alex P,Vancouver,547.48,547.48,Pending,Maria,2023-07-18,No
INV4377,RoadX,Leah T,Windsor,4574.53,4574.53,Approved,Kathy,2023-06-07,No
INV4378,RoadX,Sonia M,Calgary,2994.68,2994.68,Approved,Steve,2023-09-06,No
INV4379,AB Trucks,John D,Calgary,3318.67,3318.67,Pending,Steve,2023-03-14,No
INV4380,AB Trucks,Alex P,Calgary,3930.74,3930.74,Flagged,Steve,2023-12-12,No
INV4381,ABC Corp,Leah T,Toronto,3068.99,3068.99,Pending,David,2023-02-05,No
INV4382,GreenLine,Alex P,Montreal,447.45,447.45,Pending,Nora,2023-01-12,No
INV4383,AB Trucks,Naman Goyal,Montreal,2204.95,2204.95,,Nora,2023-01-28,No
INV4384,ABC Corp,Ravi K,Montreal,1383.95,1383.95,Approved,Nora,2023-11-17,Yes
INV4385,QuickMove,Naman Goyal,Windsor,2484.91,2484.91,Pending,Kathy,2023-01-01,No
INV4386,QuickMove,Leah T,Montreal,2081.19,2081.19,,Nora,2023-05-08,No
INV4387,AB Trucks,Ravi K,Montreal,4150.01,4150.01,Approved,Nora,2023-10-09,No
INV4388,GreenLine,Naman Goyal,Toronto,1310.53,1310.53,Approved,David,2023-05-21,No
INV4389,RoadX,Ravi K,Vancouver,1086.38,1086.38,Approved,Maria,2023-10-31,No
INV4390,FastShip,Sonia M,Calgary,4794.62,4746.62,Flagged,Steve,2023-12-08,Yes
INV4391,GreenLine,Alex P,Toronto,4752.63,4752.63,Approved,David,2023-02-18,No
INV4392,XYZ Ltd,Ravi K,Toronto,4967.98,4967.98,Approved,David,2023-07-11,No
INV4393,QuickMove,Sonia M,Toronto,2885.06,2850.06,Pending,David,2023-11-05,Yes
INV4394,AB Trucks,John D,Calgary,654.41,699.41,Pending,Steve,2023-11-01,Yes
INV4395,AB Trucks,Naman Goyal,Toronto,4412.82,4412.82,Approved,David,2023-12-22,No
INV4396,RoadX,John D,Vancouver,811.06,811.06,Flagged,Maria,2023-08-04,No
INV4397,XYZ Ltd,Leah T,Montreal,862.41,862.41,Flagged,Nora,,No
INV4398,RoadX,Sonia M,Vancouver,1047.65,1047.65,Pending,Maria,2023-01-13,No
INV4399,XYZ Ltd,John D,Montreal,3301.75,3301.75,Flagged,Nora,2023-08-02,No
INV4400,FastShip,John D,Montreal,625.28,625.28,Pending,Nora,2023-06-16,No
INV4401,QuickMove,Sonia M,Toronto,3913.58,3913.58,Flagged,David,2023-02-25,No
INV4402,AB Trucks,Alex P,Toronto,385.43,385.43,Flagged,David,2023-06-17,No
INV4403,AB Trucks,Ravi K,Calgary,641.19,641.19,Flagged,Steve,2023-05-04,No
INV4404,FastShip,Leah T,Windsor,2228.99,2228.99,Pending,Kathy,2023-06-22,No
INV4405,ABC Corp,Leah T,Vancouver,1957.94,1957.94,Pending,Maria,2023-11-06,No
INV4406,QuickMove,Naman Goyal,Calgary,4949.57,4949.57,Approved,Steve,2023-03-06,No
INV4407,RoadX,Ravi K,Calgary,4837.63,4824.63,Approved,Steve,2023-02-24,Yes
INV4408,FastShip,Naman Goyal,Vancouver,1029.44,1029.44,Flagged,Maria,2023-07-18,No
INV4409,RoadX,Leah T,Vancouver,4738.66,4738.66,Flagged,Maria,2023-04-01,No
INV4410,GreenLine,Ravi K,Montreal,3492.08,3492.08,Flagged,Nora,2023-08-09,No
INV4411,,John D,Windsor,2103.33,2103.33,Pending,Kathy,2023-11-10,No
INV4412,RoadX,Alex P,Toronto,3724.19,3724.19,Flagged,David,2023-03-07,No
INV4413,XYZ Ltd,John D,Windsor,4510.69,4510.69,Approved,Kathy,2023-08-25,No
INV4414,RoadX,Alex P,Windsor,982.69,982.69,Flagged,Kathy,2023-09-03,No
INV4415,GreenLine,Sonia M,Toronto,1060.32,1060.32,Approved,David,2023-04-05,No
INV4416,QuickMove,Naman Goyal,Windsor,2102.73,2128.73,Flagged,Kathy,2023-11-22,Yes
INV4417,AB Trucks,Naman Goyal,Calgary,929.14,929.14,Flagged,Steve,2023-03-26,No
INV4418,FastShip,Sonia M,Calgary,1865.95,1865.95,Flagged,Steve,2023-07-23,No
INV4419,GreenLine,Ravi K,Toronto,3263.89,3263.89,Approved,David,2023-06-17,Yes
INV4420,AB Trucks,Sonia M,Toronto,4082.81,4082.81,Approved,David,2023-03-29,No
INV4421,RoadX,Leah T,Vancouver,1579.48,1579.48,Pending,Maria,2023-08-28,No
INV4422,QuickMove,Sonia M,Vancouver,1480.48,1480.48,Approved,Maria,2023-11-05,Yes
INV4423,ABC Corp,Alex P,Windsor,3920.74,3920.74,Flagged,Kathy,2023-01-23,No
INV4424,QuickMove,Leah T,Windsor,1967.03,1967.03,Approved,Kathy,2023-12-27,No
INV4425,ABC Corp,Sonia M,Toronto,4110.53,4110.53,Flagged,David,2023-11-26,No
INV4426,XYZ Ltd,Naman Goyal,Windsor,4967.56,4967.56,Flagged,Kathy,2023-03-16,No
INV4427,QuickMove,John D,Montreal,4900.38,4900.38,Approved,Nora,2023-10-23,No
INV4428,AB Trucks,Alex P,Calgary,3347.17,3347.17,Pending,Steve,2023-05-15,No
INV4429,ABC Corp,Alex P,Windsor,1938.54,1938.54,Approved,Kathy,2023-08-29,No
INV4430,FastShip,Ravi K,Windsor,420.9,420.9,Approved,Kathy,2023-12-12,No
INV4431,,John D,Vancouver,3716.4,3716.4,Flagged,Maria,2023-09-04,No
INV4432,FastShip,Alex P,Montreal,4892.04,4892.04,Approved,Nora,2023-01-18,No
INV4433,QuickMove,Sonia M,Windsor,433.12,433.12,Pending,Kathy,2023-03-13,No
INV4434,FastShip,Alex P,Calgary,130.22,130.22,Flagged,Steve,2023-10-28,No
INV4435,ABC Corp,Alex P,Windsor,4175.7,4175.7,Approved,Kathy,2023-07-11,No
INV4436,AB Trucks,Alex P,Toronto,601.07,601.07,Pending,David,2023-02-21,No
INV4437,RoadX,Ravi K,Montreal,499.95,499.95,Flagged,Nora,2023-10-03,No
INV4438,GreenLine,Alex P,Windsor,4560.65,4560.65,Pending,Kathy,2023-05-22,No
INV4439,ABC Corp,Alex P,Montreal,489.85,443.85,Pending,Nora,2023-05-25,Yes
INV4440,ABC Corp,Ravi K,Windsor,658.69,658.69,Flagged,Kathy,2023-07-28,No
INV4441,RoadX,,Calgary,2890.91,2890.91,Approved,Steve,2023-03-13,No
INV4442,AB Trucks,John D,Calgary,3808.39,3808.39,,Steve,2023-03-12,No
INV4443,AB Trucks,Leah T,Montreal,2057.9,2057.9,Flagged,Nora,2023-07-13,No
INV4444,QuickMove,Naman Goyal,Vancouver,2160.89,2160.89,Approved,Maria,2023-01-15,No
INV4445,FastShip,Ravi K,Vancouver,3199.87,3199.87,Pending,Maria,2023-07-13,No
INV4446,QuickMove,Ravi K,Toronto,2576.58,2576.58,Flagged,David,2023-06-03,No
INV4447,RoadX,Alex P,Vancouver,191.28,191.28,Pending,Maria,2023-10-25,No
INV4448,QuickMove,Alex P,Montreal,656.56,674.56,Approved,Nora,2023-12-25,Yes
INV4449,RoadX,Naman Goyal,Vancouver,2949.84,2949.84,Approved,Maria,2023-05-19,No
INV4450,AB Trucks,Alex P,Toronto,3988.95,3988.95,Approved,David,2023-07-16,No
INV4451,FastShip,Sonia M,Windsor,3839.21,3884.21,Flagged,Kathy,2023-04-11,Yes
INV4452,QuickMove,Alex P,Vancouver,3726.28,3698.28,Approved,Maria,2023-07-14,Yes
INV4453,ABC Corp,Alex P,Montreal,3879.24,3864.24,Approved,Nora,2023-12-20,Yes
INV4454,XYZ Ltd,Sonia M,Montreal,317.77,317.77,Flagged,Nora,2023-02-02,No
INV4455,GreenLine,Naman Goyal,Toronto,4486.0,4486.0,Approved,David,2023-04-26,No
INV4456,ABC Corp,Sonia M,Toronto,4457.49,4457.49,,David,2023-01-23,No
INV4457,AB Trucks,Ravi K,Calgary,2706.43,2699.43,Approved,Steve,2023-07-02,Yes
INV4458,GreenLine,Sonia M,Calgary,1318.11,1318.11,Flagged,Steve,2023-10-03,No
INV4459,XYZ Ltd,John D,Calgary,3001.67,3021.67,Approved,Steve,2023-01-26,Yes
INV4460,XYZ Ltd,Ravi K,Windsor,2833.64,2833.64,Pending,Kathy,2023-09-05,No
INV4461,FastShip,Alex P,Montreal,1192.49,1164.49,Flagged,Nora,2023-08-26,Yes
INV4462,GreenLine,Ravi K,Calgary,3055.34,3055.34,Pending,Steve,2023-06-03,No
INV4463,FastShip,Naman Goyal,Montreal,4006.74,4006.74,Flagged,Nora,2023-11-25,No
INV4464,ABC Corp,Naman Goyal,Toronto,4049.92,4049.92,Flagged,David,2023-11-10,No
INV4465,RoadX,Sonia M,Windsor,392.52,392.52,Flagged,Kathy,2023-03-14,No
INV4466,RoadX,Ravi K,Toronto,1066.1,1066.1,Pending,David,2023-07-27,No
INV4467,RoadX,Alex P,Montreal,3374.29,3374.29,Approved,Nora,2023-04-16,No
INV4468,GreenLine,Naman Goyal,Calgary,4313.18,4313.18,Approved,Steve,2023-05-23,No
INV4469,RoadX,Leah T,Toronto,2653.96,2653.96,Approved,David,2023-05-20,No
INV4470,ABC Corp,Alex P,Vancouver,3566.88,3566.88,Approved,Maria,2023-08-19,No
INV4471,FastShip,Leah T,Windsor,203.25,203.25,Flagged,Kathy,2023-01-23,No
INV4472,GreenLine,John D,Montreal,3081.26,3081.26,Flagged,Nora,2023-03-12,No
INV4473,FastShip,Leah T,Calgary,4813.35,4856.35,Pending,Steve,2023-08-01,Yes
INV4474,GreenLine,Naman Goyal,Toronto,3338.97,3341.97,Approved,David,2023-03-16,Yes
INV4475,FastShip,Sonia M,Windsor,4619.15,4619.15,Flagged,Kathy,2023-01-10,No
INV4476,XYZ Ltd,John D,Calgary,2873.45,2831.45,Approved,Steve,2023-06-02,Yes
INV4477,FastShip,Ravi K,Toronto,4232.56,4232.56,Approved,David,2023-04-22,No
INV4478,RoadX,Alex P,Montreal,708.4,708.4,Pending,Nora,2023-07-20,No
INV4479,XYZ Ltd,Naman Goyal,Vancouver,705.21,705.21,Flagged,Maria,2023-06-05,No
INV4480,FastShip,John D,Vancouver,688.88,688.88,Approved,Maria,2023-07-28,No
INV4481,GreenLine,John D,Montreal,2495.36,2495.36,Pending,Nora,2023-05-20,No
INV4482,GreenLine,Naman Goyal,Windsor,1718.29,1718.29,Pending,Kathy,2023-04-10,No
INV4483,GreenLine,Ravi K,Montreal,3624.01,3624.01,Approved,Nora,2023-04-26,No
INV4484,AB Trucks,Ravi K,Toronto,4522.85,4522.85,Approved,David,2023-04-19,No
INV4485,ABC Corp,Sonia M,Windsor,3134.94,3134.94,Pending,Kathy,2023-10-18,No
INV4486,GreenLine,Leah T,Vancouver,1144.73,1144.73,Pending,Maria,2023-01-27,No
INV4487,XYZ Ltd,Ravi K,Toronto,4661.3,4661.3,Approved,David,2023-04-28,No
INV4488,GreenLine,Sonia M,Calgary,2686.5,2686.5,Approved,Steve,2023-05-20,No
INV4489,AB Trucks,Leah T,Calgary,3627.73,3627.73,Pending,Steve,2023-02-15,No
INV4490,RoadX,John D,Calgary,4463.48,4463.48,Flagged,Steve,2023-10-13,No
INV4491,XYZ Ltd,Naman Goyal,Vancouver,4950.18,4950.18,Pending,Maria,2023-10-05,Yes
INV4492,AB Trucks,Ravi K,Montreal,2579.71,2579.71,Pending,Nora,2023-12-14,No
INV4493,RoadX,Sonia M,Windsor,4059.51,4059.51,Flagged,Kathy,2023-06-25,No
INV4494,QuickMove,John D,Vancouver,2877.65,2877.65,Approved,Maria,2023-11-21,No
INV4495,QuickMove,Ravi K,Toronto,2483.62,2483.62,Pending,David,2023-01-29,No
INV4496,,Alex P,Toronto,2734.79,2734.79,Approved,David,2023-02-19,No
INV4497,FastShip,John D,Calgary,2472.95,2494.95,Flagged,Steve,2023-09-12,Yes
INV4498,ABC Corp,Ravi K,Windsor,2163.04,2163.04,Pending,Kathy,2023-09-20,No
INV4499,ABC Corp,John D,Calgary,3646.23,3646.23,Approved,Steve,2023-11-07,No
INV4500,AB Trucks,Naman Goyal,Toronto,1323.41,1323.41,Approved,David,2023-09-25,No
INV4501,RoadX,Naman Goyal,Toronto,3120.27,3120.27,Approved,David,2023-07-17,No
INV4502,ABC Corp,Naman Goyal,Montreal,3593.5,3593.5,Approved,Nora,2023-11-19,Yes
INV4503,RoadX,Leah T,Montreal,4471.25,4471.25,Approved,Nora,2023-03-03,No
INV4504,RoadX,Alex P,Montreal,1726.2,1726.2,Approved,Nora,2023-07-13,No
INV4505,AB Trucks,Naman Goyal,Calgary,4316.94,4266.94,Pending,Steve,2023-08-16,Yes
INV4506,AB Trucks,Alex P,Windsor,4731.93,4731.93,Pending,Kathy,2023-01-07,No
INV4507,AB Trucks,Naman Goyal,Montreal,3278.53,3278.53,Flagged,Nora,2023-05-06,No
INV4508,ABC Corp,Leah T,Vancouver,3880.02,3880.02,Approved,Maria,2023-09-30,No
INV4509,QuickMove,John D,Montreal,2087.96,2087.96,Flagged,Nora,2023-08-02,No
INV4510,AB Trucks,Ravi K,Calgary,4765.46,4765.46,Pending,Steve,2023-08-06,No
INV4511,ABC Corp,Ravi K,Windsor,3387.22,3387.22,Flagged,Kathy,2023-01-24,No
INV4512,AB Trucks,Naman Goyal,Montreal,1619.77,1619.77,Pending,Nora,2023-02-19,No
INV4513,GreenLine,Ravi K,Windsor,2080.88,2127.88,Pending,Kathy,2023-08-05,Yes
INV4514,RoadX,Naman Goyal,Vancouver,3127.0,3127.0,Flagged,Maria,2023-09-17,No
INV4515,AB Trucks,Naman Goyal,Toronto,1247.26,1247.26,Pending,David,2023-01-19,No
INV4516,XYZ Ltd,Sonia M,Windsor,3794.18,3794.18,Pending,Kathy,2023-08-05,No
INV4517,RoadX,Sonia M,Montreal,1200.99,1200.99,Flagged,Nora,2023-12-09,No
INV4518,RoadX,Sonia M,Calgary,2999.77,2999.77,Flagged,Steve,2023-02-02,No
INV4519,AB Trucks,Alex P,Calgary,3515.33,3515.33,Approved,Steve,2023-09-24,No
INV4520,QuickMove,Sonia M,Calgary,4312.76,4312.76,Flagged,Steve,2023-07-26,No
INV4521,FastShip,Naman Goyal,Calgary,3696.11,3703.11,Pending,Steve,2023-01-12,Yes
